0	UNR	A cat	high up 	1 2	7 8	1
0	UNR	on a bag	laying 	6 7 8	3	24
0	UNR	on a bag	of cat litter 	6 7 8	6 7 8	24
0	UNR	on a bag	Domestic cat 	6 7 8	1 2	24
0	UNR	laying down	on back 	4 5	4 5	24
0	UNR	of cat litter	on back 	9 10 11	4 5	24
0	UNR	A striped cat	on back 	1 2 3	4 5	24
0	UNR	with their thumbs up	and 	10 11 12 13	8	29
0	UNR	One Asian and one occasion woman	and 	1 2 3 4 5 6	8	29
0	UNR	smiling	for the camera 	9	5 6 7	29
0	UNR	with their thumbs up	for the camera 	10 11 12 13	5 6 7	29
0	UNR	One Asian and one occasion woman	for the camera 	1 2 3 4 5 6	5 6 7	29
0	UNR	in glasses	are posing 	7 8	3 4	29
0	UNR	in glasses	giving the thumbs up sign 	7 8	9 10 11 12 13	29
0	UNR	in glasses	Two women 	7 8	1 2	29
0	UNR	on a blanket	on a leather chair 	7 8 9	10 11 12 13	33
0	UNR	on a blanket	A ginger and white cat 	7 8 9	1 2 3 4 5	33
0	UNR	on a blanket	curled up and asleep 	7 8 9	6 7 8 9	33
0	UNR	for a picture	on couch 	4 5 6	4 5	36
0	UNR	for a picture	sitting 	4 5 6	3	36
0	UNR	for a picture	Young couple 	4 5 6	1 2	36
0	UNR	Red double decker bus	with hood up 	1 2 3 4	5 6 7	37
0	UNR	A group	with food 	1 2	9 10	38
0	UNR	at a restaurant table	with food 	6 7 8 9	9 10	38
0	UNR	of people	with food 	3 4	9 10	38
0	UNR	sitting	with food 	5	9 10	38
0	UNR	A group	on it 	1 2	11 12	38
0	UNR	at a restaurant table	on it 	6 7 8 9	11 12	38
0	UNR	of people	on it 	3 4	11 12	38
0	UNR	sitting	on it 	5	11 12	38
0	UNR	on his lap	with infant 	10 11 12	8 9	47
0	UNR	on his lap	on chair 	10 11 12	6 7	47
0	UNR	on his lap	Man 	10 11 12	1	47
0	UNR	on his lap	sleeping 	10 11 12	5	47
0	UNR	with a baby	with pink shirt 	7 8 9	2 3 4	47
0	UNR	in a chair	with pink shirt 	4 5 6	2 3 4	47
0	UNR	A father	with pink shirt 	1 2	2 3 4	47
0	UNR	napping	with pink shirt 	3	2 3 4	47
0	UNR	on a sunny day	Red and white plane 	7 8 9 10	1 2 3 4	49
0	UNR	on a sunny day	flying 	7 8 9 10	5	49
0	UNR	A red and white plane	through the air 	1 2 3 4 5	6 7 8	49
0	UNR	flying	through the air 	6	6 7 8	49
0	UNR	with a viking hat	sitting 	3 4 5 6	3	50
0	UNR	a woman	sitting 	1 2	3	50
0	UNR	with glowing eyes	on the floor 	5 6 7	5 6 7	51
0	UNR	with glowing eyes	A white cat 	5 6 7	1 2 3	51
0	UNR	with glowing eyes	stands 	5 6 7	4	51
0	UNR	outside	of elderly people 	9	2 3 4	52
0	UNR	outside	around a table 	9	6 7 8	52
0	UNR	jumping	A black and white cat 	3	1 2 3 4 5	54
0	UNR	jumping	with a blanket 	3	7 8 9	54
0	UNR	with a bike	playing 	6 7 8	6	54
0	UNR	A kid	playing 	1 2	6	54
0	UNR	a ledge	playing 	4 5	6	54
0	UNR	A group	pose 	1 2	6	55
0	UNR	at a table	pose 	6 7 8	6	55
0	UNR	of people	pose 	3 4	6	55
0	UNR	eat	A group 	5	1 2	55
0	UNR	eat	around a dining table 	5	7 8 9 10	55
0	UNR	eat	of elderly people 	5	3 4 5	55
0	UNR	outside	A group 	9	1 2	55
0	UNR	outside	around a dining table 	9	7 8 9 10	55
0	UNR	outside	of elderly people 	9	3 4 5	55
0	UNR	in the background	A black and white lamb 	7 8 9	1 2 3 4 5	58
0	UNR	with a horse	A black and white lamb 	4 5 6	1 2 3 4 5	58
0	UNR	A pitched tent	in the background 	1 2 3	9 10 11	58
0	UNR	A pitched tent	with other lambs 	1 2 3	6 7 8	58
0	UNR	on a rural road	A race care 	7 8 9 10	1 2 3	60
0	UNR	is driving	A race care 	4 5	1 2 3	60
0	UNR	uphill	along a dirt road 	6	5 6 7 8	60
0	UNR	A school bus	along a dirt road 	1 2 3	5 6 7 8	60
0	UNR	A school bus	driving 	1 2 3	4	60
0	UNR	Three young women	near the water 	1 2 3	8 9 10	61
0	UNR	together	Two Indian women with two Indian girls 	8	1 2 3 4 5 6 7	61
0	UNR	in a room	Two Indian women with two Indian girls 	5 6 7	1 2 3 4 5 6 7	61
0	UNR	standing	Two Indian women with two Indian girls 	4	1 2 3 4 5 6 7	61
0	UNR	of sheep	grazing 	3 4	5	62
0	UNR	A group	grazing 	1 2	5	62
0	UNR	in a field	grazing 	5 6 7	5	62
0	UNR	in a green pasture	is 	4 5 6 7	4	63
0	UNR	Two white cows	is 	1 2 3	4	63
0	UNR	at a restaurant	four people 	7 8 9	1 2	64
0	UNR	at a restaurant	at a table 	7 8 9	4 5 6	64
0	UNR	at a restaurant	sitting 	7 8 9	3	64
0	UNR	laying	on a blue sofa 	3	12 13 14 15	65
0	UNR	laying	A man and two women 	3	1 2 3 4 5	65
0	UNR	on a sofa	smiling 	8 9 10	6	65
0	UNR	A women across two men	smiling 	1 2 4 5 6	6	65
0	UNR	sitting	at the camera 	7	7 8 9	65
0	UNR	on a sofa	at the camera 	8 9 10	7 8 9	65
0	UNR	A women across two men	at the camera 	1 2 4 5 6	7 8 9	65
0	UNR	on a sofa	while 	8 9 10	10	65
0	UNR	A women across two men	while 	1 2 4 5 6	10	65
0	UNR	lying	with yellow eyes 	5	6 7 8	66
0	UNR	under bush	with yellow eyes 	6 7	6 7 8	66
0	UNR	Black and white cat	with yellow eyes 	1 2 3 4	6 7 8	66
0	UNR	A black and white photo	on the ground 	1 2 3 4 5	10 11 12	69
0	UNR	of an old train station	A black and white photo 	6 7 8 9 10	1 2 3 4 5	69
0	UNR	A black and white photo	laying 	1 2 3 4 5	9	69
0	UNR	A black and white photo	of a motorcycle 	1 2 3 4 5	6 7 8	69
0	UNR	high up	Black and white lamb 	7 8	1 2 3 4	70
0	UNR	on tree branches	Black and white lamb 	9 10 11	1 2 3 4	70
0	UNR	A black and white cat	in right ear 	1 2 3 4 5	7 8 9	70
0	UNR	is	Black and white lamb 	6	1 2 3 4	70
0	UNR	A black and white cat	with tag 	1 2 3 4 5	5 6	70
0	UNR	in a living room	A man and woman 	6 7 8 9	1 2 3 4	72
0	UNR	in a living room	for the camera 	6 7 8 9	7 8 9	72
0	UNR	in a living room	are posing 	6 7 8 9	5 6	72
0	UNR	A black vehicle	in the country 	1 2 3	9 10 11	73
0	UNR	parked	in the country 	4	9 10 11	73
0	UNR	of low-lying mountains	A black car 	8 9 10	1 2 3	73
0	UNR	of low-lying mountains	parked 	8 9 10	4	73
0	UNR	A black vehicle	in the dirt out 	1 2 3	5 6 7 8	73
0	UNR	parked	in the dirt out 	4	5 6 7 8	73
0	UNR	with a vies	A black car 	5 6 7	1 2 3	73
0	UNR	with a vies	parked 	5 6 7	4	73
0	UNR	in the background	doing 	8 9 10	3	75
0	UNR	A living room	in the background 	1 2 3	12 13 14	75
0	UNR	in the background	with the beach 	8 9 10	9 10 11	75
0	UNR	with a dining table	in the background 	4 5 6 7	12 13 14	75
0	UNR	in the background	on a plank 	8 9 10	6 7 8	75
0	UNR	in the background	A boy 	8 9 10	1 2	75
0	UNR	in the background	a wheelie 	8 9 10	4 5	75
0	UNR	are spread out	A white cat 	5 6 7	1 2 3	76
0	UNR	The flock of sheep	stands 	1 2 3 4	4	76
0	UNR	in the field	A white cat 	8 9 10	1 2 3	76
0	UNR	The flock of sheep	on the floor 	1 2 3 4	5 6 7	76
0	UNR	is parked	A bicycle 	4 5	1 2	78
0	UNR	is parked	in a dining room 	4 5	3 4 5 6	78
0	UNR	sleeping	a bib 	5	3 4	79
0	UNR	on the sofa	a bib 	6 7 8	3 4	79
0	UNR	An orange tabby cat	sitting 	1 2 3 4	5	79
0	UNR	An orange tabby cat	on a green couch 	1 2 3 4	6 7 8 9	79
0	UNR	on the sofa	wearing 	6 7 8	2	79
0	UNR	on the sofa	Man 	6 7 8	1	79
0	UNR	and	a young boy 	7	3 4 5	80
0	UNR	The men	feeding a sheep 	1 2	13 14 15	80
0	UNR	a guitar	a young boy 	5 6	3 4 5	80
0	UNR	having	a young boy 	8	3 4 5	80
0	UNR	are playing	a young boy 	3 4	3 4 5	80
0	UNR	The men	with a red and blue jacket on 	1 2	6 7 8 9 10 11 12	80
0	UNR	The men	There is 	1 2	1 2	80
0	UNR	a drink	a young boy 	9 10	3 4 5	80
0	UNR	sits	with a collar and a bell 	6	7 8 9 10 11 12	81
0	UNR	on a floral-patterned chair	with a collar and a bell 	7 8 9 10	7 8 9 10 11 12	81
0	UNR	A brown and white dog	with a collar and a bell 	1 2 3 4 5	7 8 9 10 11 12	81
0	UNR	on to of a cliff	Two sheep 	3 4 5 6 7	1 2	82
0	UNR	on to of a cliff	at the camera 	3 4 5 6 7	7 8 9	82
0	UNR	on to of a cliff	looking 	3 4 5 6 7	6	82
0	UNR	Two sheep	opposite directions 	1 2	12 13	82
0	UNR	at the camera	opposite directions 	9 10 11	12 13	82
0	UNR	looking	opposite directions 	8	12 13	82
0	UNR	Two sheep	face 	1 2	11	82
0	UNR	at the camera	face 	9 10 11	11	82
0	UNR	Two sheep	are standing 	1 2	3 4	82
0	UNR	at the camera	are standing 	9 10 11	3 4	82
0	UNR	looking	are standing 	8	3 4	82
0	UNR	in a field	standing 	8 9 10	5	83
0	UNR	A row	in a field 	1 2	6 7 8	83
0	UNR	on a siding	in a field 	5 6 7	6 7 8	83
0	UNR	of locomotives	in a field 	3 4	6 7 8	83
0	UNR	in a field	A dark brown horse 	8 9 10	1 2 3 4	83
0	UNR	in the background	with a bicycle 	8 9 10	8 9 10	84
0	UNR	of river barges	in the background 	3 4 5	11 12 13	84
0	UNR	in the background	a bike helmet 	8 9 10	5 6 7	84
0	UNR	with trees	in the background 	6 7	11 12 13	84
0	UNR	in the background	A young girl 	8 9 10	1 2 3	84
0	UNR	in the background	wearing 	8 9 10	4	84
0	UNR	A group	in the background 	1 2	11 12 13	84
0	UNR	There is	A room with tan walls and a washer and dryer 	1 2	1 2 3 4 5 6 7 8 9 10	88
0	UNR	a small desk and chair	A room with tan walls and a washer and dryer 	3 4 5 6 7	1 2 3 4 5 6 7 8 9 10	88
0	UNR	the guitar	A man 	9 10	1 2	91
0	UNR	the guitar	riding 	9 10	3	91
0	UNR	in a back yard	A man 	4 5 6 7	1 2	91
0	UNR	in a back yard	riding 	4 5 6 7	3	91
0	UNR	playing	A man 	8	1 2	91
0	UNR	A man	on the back 	1 2	4 5 6	91
0	UNR	sitting	on the back 	3	4 5 6	91
0	UNR	A man	of an orange SUV 	1 2	7 8 9 10	91
0	UNR	sitting	of an orange SUV 	3	7 8 9 10	91
0	UNR	with ear tags	on a green hill 	3 4 5	4 5 6 7	93
0	UNR	with ear tags	Many sheep 	3 4 5	1 2	93
0	UNR	on a grassy field	standing 	6 7 8 9	3	93
0	UNR	Tan cow	standing 	1 2	3	93
0	UNR	A bicycle	is 	1 2	4	94
0	UNR	in front of some ruins	is 	3 4 5 6 7	4	94
0	UNR	A field	A black faced sheep 	1 2	1 2 3 4	95
0	UNR	on green grass	flying 	6 7 8	6	96
0	UNR	Brown and white ducks	flying 	1 2 3 4	6	96
0	UNR	walking	on a sunny day 	5	7 8 9 10	96
0	UNR	walking	A red and white plane 	5	1 2 3 4 5	96
0	UNR	at Christmas holding	sitting 	7 8 9	3	98
0	UNR	make up	sitting 	10 11	3	98
0	UNR	in a chair	sitting 	4 5 6	3	98
0	UNR	A women	sitting 	1 2	3	98
0	UNR	sitting	on the tracks 	3	4 5 6	98
0	UNR	sitting	A train 	3	1 2	98
0	UNR	sitting	in a train yard 	3	7 8 9 10	98
0	UNR	in black	Two young kids 	5 6	1 2 3	99
0	UNR	in black	dressed up 	5 6	4 5	99
0	UNR	A young woman	sitting down 	1 2 3	6 7	99
0	UNR	dressed	sitting down 	4	6 7	99
0	UNR	A young woman	on chairs 	1 2 3	8 9	99
0	UNR	dressed	on chairs 	4	8 9	99
0	UNR	with a bracelet	wearing 	4 5 6	3	103
0	UNR	with a bracelet	A women 	4 5 6	1 2	103
0	UNR	with a bracelet	a bikini top and jeans 	4 5 6	4 5 6 7 8	103
0	UNR	near the water	stand 	8 9 10	4	105
0	UNR	with two Indian girls	stand 	4 5 6 7	4	105
0	UNR	Two Indian women	stand 	1 2 3	4	105
0	UNR	in a red canoe	down a river 	4 5 6 7	8 9 10	107
0	UNR	in the background	down a river 	10 11 12	8 9 10	107
0	UNR	paddling	down a river 	3	8 9 10	107
0	UNR	with trees	down a river 	8 9	8 9 10	107
0	UNR	Two people	down a river 	1 2	8 9 10	107
0	UNR	in winter	perched 	8 9	4	113
0	UNR	in winter	on an icy branch 	8 9	5 6 7 8	113
0	UNR	in winter	A small bird 	8 9	1 2 3	113
0	UNR	with blue shirt	which 	2 3 4	21	116
0	UNR	in front of a fountain	which 	6 7 8 9 10	21	116
0	UNR	with blue shirt	is 	2 3 4	22	116
0	UNR	in front of a fountain	is 	6 7 8 9 10	22	116
0	UNR	with blue shirt	of a man 	2 3 4	17 18 19	116
0	UNR	Man	of a man 	1	17 18 19	116
0	UNR	in front of a fountain	of a man 	6 7 8 9 10	17 18 19	116
0	UNR	standing	of a man 	5	17 18 19	116
0	UNR	with blue shirt	in a cobble stone paved plaza 	2 3 4	23 24 25 26 27 28	116
0	UNR	Man	in a cobble stone paved plaza 	1	23 24 25 26 27 28	116
0	UNR	in front of a fountain	in a cobble stone paved plaza 	6 7 8 9 10	23 24 25 26 27 28	116
0	UNR	standing	in a cobble stone paved plaza 	5	23 24 25 26 27 28	116
0	UNR	on the floor	on a box 	4 5 6	12 13 14	117
0	UNR	Several televisions	on a box 	1 2	12 13 14	117
0	UNR	stacked up	on on the floor 	8 9	4 5 6 7	117
0	UNR	stacked up	Three televisions 	8 9	1 2	117
0	UNR	on the floor	the other two 	4 5 6	9 10 11	117
0	UNR	Several televisions	the other two 	1 2	9 10 11	117
0	UNR	of one another	on on the floor 	12 13 14	4 5 6 7	117
0	UNR	of one another	Three televisions 	12 13 14	1 2	117
0	UNR	are	on on the floor 	3	4 5 6 7	117
0	UNR	are	Three televisions 	3	1 2	117
0	UNR	on top	on on the floor 	10 11	4 5 6 7	117
0	UNR	on top	Three televisions 	10 11	1 2	117
0	UNR	and	on on the floor 	7	4 5 6 7	117
0	UNR	and	Three televisions 	7	1 2	117
0	UNR	A flat screen TV	sits 	1 2 3 4	4	121
0	UNR	on the floor	sits 	5 6 7	4	121
0	UNR	with several computer monitors	in a row 	2 3 4 5	7 8 9	122
0	UNR	Room	in a row 	1	7 8 9	122
0	UNR	a jockey	in a pen 	1 2	6 7 8	132
0	UNR	a horse	in a pen 	4 5	6 7 8	132
0	UNR	riding	in a pen 	3	6 7 8	132
0	UNR	covered	A motorcycle 	8	1 2	134
0	UNR	covered	by a mural 	8	5 6 7	134
0	UNR	covered	is parked 	8	3 4	134
0	UNR	covered	of a city 	8	8 9 10	134
0	UNR	A motorcycles	in the evening 	1 2	11 12 13	134
0	UNR	with a graffiti scene	in the evening 	9 10 11 12	11 12 13	134
0	UNR	near a wall with a graffiti scene	in the evening 	5 6 7 9 10 11 12	11 12 13	134
0	UNR	is parked	in the evening 	3 4	11 12 13	134
0	UNR	of a cityscape	in the evening 	13 14 15	11 12 13	134
0	UNR	A bird	is sitting 	1 2	5 6	135
0	UNR	in the water	is sitting 	7 8 9	5 6	135
0	UNR	is flapping	A large black bird 	3 4	1 2 3 4	135
0	UNR	is flapping	in the water 	3 4	7 8 9	135
0	UNR	its wings	A large black bird 	5 6	1 2 3 4	135
0	UNR	its wings	in the water 	5 6	7 8 9	135
0	UNR	with glasses	looking 	2 3	3	141
0	UNR	with glasses	A boy 	2 3	1 2	141
0	UNR	with glasses	at a computer screen 	2 3	4 5 6 7	141
0	UNR	A red truck	and 	1 2 3	5	142
0	UNR	their tires	and 	5 6	5	142
0	UNR	a black one	Red truck 	8 9 10	1 2	142
0	UNR	a black one	spinning 	8 9 10	3	142
0	UNR	a black one	tires 	8 9 10	4	142
0	UNR	A red truck	emitting 	1 2 3	6	142
0	UNR	their tires	emitting 	5 6	6	142
0	UNR	the frame	Red truck 	12 13	1 2	142
0	UNR	the frame	spinning 	12 13	3	142
0	UNR	the frame	tires 	12 13	4	142
0	UNR	leaves	Red truck 	11	1 2	142
0	UNR	A red truck	smoke 	1 2 3	7	142
0	UNR	their tires	smoke 	5 6	7	142
0	UNR	while	Red truck 	7	1 2	142
0	UNR	A red truck	from behind 	1 2 3	8 9	142
0	UNR	spins	from behind 	4	8 9	142
0	UNR	their tires	from behind 	5 6	8 9	142
0	UNR	over four boats	Four blue and yellow planes 	7 8 9	1 2 3 4 5	143
0	UNR	over four boats	in flight 	7 8 9	6 7	143
0	UNR	for the camera	the thumbs up sign 	5 6 7	6 7 8 9	147
0	UNR	for the camera	Two smiling young women 	5 6 7	1 2 3 4	147
0	UNR	for the camera	giving 	5 6 7	5	147
0	UNR	and	the thumbs up sign 	8	6 7 8 9	147
0	UNR	and	Two smiling young women 	8	1 2 3 4	147
0	UNR	are posing	the thumbs up sign 	3 4	6 7 8 9	147
0	UNR	are posing	Two smiling young women 	3 4	1 2 3 4	147
0	UNR	are posing	giving 	3 4	5	147
0	UNR	on a city street	driving down 	7 8 9 10	6 7	148
0	UNR	A double decker red United bus	driving down 	1 2 3 4 5 6	6 7	148
0	UNR	in an urban setting	horses 	4 5 6 7	3	152
0	UNR	mopeds	in a fenced area 	3	4 5 6 7	152
0	UNR	Large silver locomotive engine	is parked 	1 2 3 4	4 5	154
0	UNR	in a shed	is parked 	5 6 7	4 5	154
0	UNR	A bicycle	stand 	1 2	2	155
0	UNR	A bicycle	outside a bookstore 	1 2	3 4 5	155
0	UNR	is parked	People 	3 4	1	155
0	UNR	outside a bookstore	People 	5 6 7	1	155
0	UNR	standing	with a bus 	2	8 9 10	156
0	UNR	in background	with a bus 	10 11	8 9 10	156
0	UNR	Feet	in the background 	1	11 12 13	156
0	UNR	standing	Two police officers 	2	1 2 3	156
0	UNR	in background	Two police officers 	10 11	1 2 3	156
0	UNR	on a pretty day	standing 	3 4 5 6	4	156
0	UNR	on a pretty day	in the background 	3 4 5 6	11 12 13	156
0	UNR	with large building	standing 	7 8 9	4	156
0	UNR	with large building	in the background 	7 8 9	11 12 13	156
0	UNR	standing	behind a van 	2	5 6 7	156
0	UNR	in background	behind a van 	10 11	5 6 7	156
0	UNR	near a field	down the tracks 	7 8 9	4 5 6	158
0	UNR	near a field	A train 	7 8 9	1 2	158
0	UNR	near a field	traveling 	7 8 9	3	158
0	UNR	with a wooden table runner	standing 	8 9 10 11 12	3	159
0	UNR	sits	on top 	4	4 5	159
0	UNR	sits	of a wooden fencepost 	4	6 7 8 9	159
0	UNR	A buddha statue	standing 	1 2 3	3	159
0	UNR	sits	A bird 	4	1 2	159
0	UNR	on a table	standing 	5 6 7	3	159
0	UNR	is standing	of a cage 	5 6	11 12 13	161
0	UNR	A scantily clad woman	hold on 	1 2 3 4	6 7	161
0	UNR	next to a car	hold on 	7 8 9 10	6 7	161
0	UNR	is standing	to the side 	5 6	8 9 10	161
0	UNR	is standing	A yellow and orange bird 	5 6	1 2 3 4 5	161
0	UNR	A girl	purple 	1 2	5	162
0	UNR	a brown horse	purple 	4 5 6	5	162
0	UNR	A girl	and 	1 2	6	162
0	UNR	a brown horse	and 	4 5 6	6	162
0	UNR	A girl	is wearing 	1 2	3 4	162
0	UNR	riding	is wearing 	3	3 4	162
0	UNR	a brown horse	is wearing 	4 5 6	3 4	162
0	UNR	on the grass	in front of the horse 	4 5 6	8 9 10 11 12	163
0	UNR	sitting	in front of the horse 	3	8 9 10 11 12	163
0	UNR	A man	in front of the horse 	1 2	8 9 10 11 12	163
0	UNR	looking	on the sidewalk 	7	5 6 7	163
0	UNR	looking	is standing 	7	3 4	163
0	UNR	looking	The man 	7	1 2	163
0	UNR	toward the sky	on the sidewalk 	8 9 10	5 6 7	163
0	UNR	toward the sky	is standing 	8 9 10	3 4	163
0	UNR	toward the sky	The man 	8 9 10	1 2	163
0	UNR	A white cat	in a forest 	1 2 3	4 5 6	165
0	UNR	standing	in a forest 	4	4 5 6	165
0	UNR	on a carpet	A sheep 	5 6 7	1 2	165
0	UNR	on a carpet	standing 	5 6 7	3	165
0	UNR	of a bookstore	on the street 	4 5 6	6 7 8	167
0	UNR	outside	on the street 	3	6 7 8	167
0	UNR	on a street	The yellow motorcycle 	7 8 9	1 2 3	167
0	UNR	A line	on the street 	1 2	6 7 8	167
0	UNR	on a street	is parked 	7 8 9	4 5	167
0	UNR	Old green bottle	at a table 	1 2 3	6 7 8	169
0	UNR	Old green bottle	sitting 	1 2 3	5	169
0	UNR	on a table	Three men 	5 6 7	1 2	169
0	UNR	sitting	Three men 	4	1 2	169
0	UNR	on a table	in suits 	5 6 7	3 4	169
0	UNR	sitting	in suits 	4	3 4	169
0	UNR	A white cat	with his head 	1 2 3	6 7 8	171
0	UNR	on a carpet	with his head 	5 6 7	6 7 8	171
0	UNR	A white cat	hanging off 	1 2 3	9 10	171
0	UNR	on a carpet	hanging off 	5 6 7	9 10	171
0	UNR	standing	A pretty white striped cat 	4	1 2 3 4 5	171
0	UNR	standing	the table 	4	11 12	171
0	UNR	in front of an apartment building	in grass 	4 5 6 7 8 9	4 5	172
0	UNR	in front of an apartment building	parked 	4 5 6 7 8 9	3	172
0	UNR	posing	in front of building 	3	6 7 8 9	172
0	UNR	A woman	in front of building 	1 2	6 7 8 9	172
0	UNR	in the snow	in front of building 	10 11 12	6 7 8 9	172
0	UNR	in front of an apartment building	White bus 	4 5 6 7 8 9	1 2	172
0	UNR	on the ground	in the background 	6 7 8	12 13 14	173
0	UNR	The black bird	under a tree 	1 2 3	6 7 8	173
0	UNR	on the ground	with a cow 	6 7 8	9 10 11	173
0	UNR	on the ground	The back 	6 7 8	1 2	173
0	UNR	is sitting	under a tree 	4 5	6 7 8	173
0	UNR	on the ground	of a pig 	6 7 8	3 4 5	173
0	UNR	on a cream sofa	of a horse 	6 7 8 9	3 4 5	174
0	UNR	on a cream sofa	A close-up 	6 7 8 9	1 2	174
0	UNR	are swimming	low 	3 4	3	175
0	UNR	The birds	low 	1 2	3	175
0	UNR	in the water	low 	5 6 7	3	175
0	UNR	on a crowded street	in the snow 	6 7 8 9	5 6 7	176
0	UNR	A red double decker bus	in the snow 	1 2 3 4 5	5 6 7	176
0	UNR	on a crowded street	partially 	6 7 8 9	4	176
0	UNR	A red double decker bus	partially 	1 2 3 4 5	4	176
0	UNR	near a field	A baby 	7 8 9	1 2	179
0	UNR	sitting	A baby 	3	1 2	179
0	UNR	on the tracks	in the grass 	4 5 6	5 6 7	179
0	UNR	on the tracks	is sitting 	4 5 6	3 4	179
0	UNR	A train	in the grass 	1 2	5 6 7	179
0	UNR	A train	is sitting 	1 2	3 4	179
0	UNR	at a object	Two women 	7 8 9	1 2	180
0	UNR	at a object	in kitchen 	7 8 9	3 4	180
0	UNR	Two women	with one 	1 2	5 6	180
0	UNR	in the kitchen	with one 	3 4 5	5 6	180
0	UNR	Two women	a picture 	1 2	8 9	180
0	UNR	in the kitchen	a picture 	3 4 5	8 9	180
0	UNR	looking	Two women 	6	1 2	180
0	UNR	looking	in kitchen 	6	3 4	180
0	UNR	Two women	taking 	1 2	7	180
0	UNR	in the kitchen	taking 	3 4 5	7	180
0	UNR	moving	A large bird 	6	1 2 3	181
0	UNR	toward the camera	A large bird 	7 8 9	1 2 3	181
0	UNR	moving	of prey 	6	4 5	181
0	UNR	toward the camera	of prey 	7 8 9	4 5	181
0	UNR	A steam engine and train	flying 	1 2 3 4 5	6	181
0	UNR	A steam engine and train	towards the camera 	1 2 3 4 5	7 8 9	181
0	UNR	alongside a large palm	with a blue sofa , camp bed , wooden bench and dresser 	10 11 12 13	4 5 6 7 8 9 10 11 12 13 14 15	182
0	UNR	alongside a large palm	A living room 	10 11 12 13	1 2 3	182
0	UNR	in the background	of river barges 	10 11 12	3 4 5	183
0	UNR	with another horse	in the background 	7 8 9	8 9 10	183
0	UNR	A horse	in the background 	1 2	8 9 10	183
0	UNR	near a gate	in the background 	4 5 6	8 9 10	183
0	UNR	in the background	A group 	10 11 12	1 2	183
0	UNR	standing	in the background 	3	8 9 10	183
0	UNR	in the background	with trees 	10 11 12	6 7	183
0	UNR	a train track	is 	6 7 8	3	184
0	UNR	A steam engine	is 	1 2 3	3	184
